wannier90 format for vmcdry.out or HPhi -sdry
         3
       343
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1
   -3   -3   -3    1    1  -0.0002239042  -0.0000000000
   -3   -3   -3    1    2   0.0000271865   0.0000000114
   -3   -3   -3    1    3  -0.0000778098  -0.0000000823
   -3   -3   -3    2    1   0.0000271865  -0.0000000114
   -3   -3   -3    2    2  -0.0005545351  -0.0000000000
   -3   -3   -3    2    3   0.0001018198  -0.0000002386
   -3   -3   -3    3    1  -0.0000778098   0.0000000823
   -3   -3   -3    3    2   0.0001018198   0.0000002386
   -3   -3   -3    3    3  -0.0003748576  -0.0000000000
   -3   -3   -2    1    1  -0.0001674083  -0.0000000000
   -3   -3   -2    1    2   0.0000375971   0.0000005424
   -3   -3   -2    1    3  -0.0001133826  -0.0000006173
   -3   -3   -2    2    1   0.0000066342  -0.0000005424
   -3   -3   -2    2    2  -0.0008538388  -0.0000000000
   -3   -3   -2    2    3   0.0001080671  -0.0000004867
   -3   -3   -2    3    1  -0.0001443446   0.0000006173
   -3   -3   -2    3    2   0.0007016047   0.0000004866
   -3   -3   -2    3    3  -0.0006532472  -0.0000000000
   -3   -3   -1    1    1   0.0000660268   0.0000000000
   -3   -3   -1    1    2  -0.0001003785   0.0000000228
   -3   -3   -1    1    3   0.0000070900  -0.0000001646
   -3   -3   -1    2    1  -0.0001299745  -0.0000000228
   -3   -3   -1    2    2  -0.0002900959  -0.0000000000
   -3   -3   -1    2    3   0.0005138456  -0.0000004773
   -3   -3   -1    3    1  -0.0000225067   0.0000001646
   -3   -3   -1    3    2   0.0011383315   0.0000004773
   -3   -3   -1    3    3  -0.0003437159  -0.0000000000
   -3   -3    0    1    1  -0.0069869659  -0.0000000000
   -3   -3    0    1    2  -0.0002182604   0.0000005426
   -3   -3    0    1    3   0.0000847367  -0.0000006172
   -3   -3    0    2    1  -0.0002182604  -0.0000005426
   -3   -3    0    2    2   0.0000045541  -0.0000000000
   -3   -3    0    2    3   0.0010441848  -0.0000004867
   -3   -3    0    3    1   0.0000847367   0.0000006172
   -3   -3    0    3    2   0.0010441848   0.0000004867
   -3   -3    0    3    3  -0.0001442563   0.0000000000
   -3   -3    1    1    1   0.0000660268  -0.0000000000
   -3   -3    1    1    2  -0.0001299745   0.0000000228
   -3   -3    1    1    3  -0.0000225067  -0.0000001646
   -3   -3    1    2    1  -0.0001003785  -0.0000000228
   -3   -3    1    2    2  -0.0002900959   0.0000000000
   -3   -3    1    2    3   0.0011383315  -0.0000004773
   -3   -3    1    3    1   0.0000070900   0.0000001646
   -3   -3    1    3    2   0.0005138456   0.0000004773
   -3   -3    1    3    3  -0.0003437159   0.0000000000
   -3   -3    2    1    1  -0.0001674083   0.0000000000
   -3   -3    2    1    2   0.0000066342   0.0000005424
   -3   -3    2    1    3  -0.0001443446  -0.0000006173
   -3   -3    2    2    1   0.0000375971  -0.0000005424
   -3   -3    2    2    2  -0.0008538388   0.0000000000
   -3   -3    2    2    3   0.0007016047  -0.0000004866
   -3   -3    2    3    1  -0.0001133826   0.0000006173
   -3   -3    2    3    2   0.0001080671   0.0000004867
   -3   -3    2    3    3  -0.0006532472   0.0000000000
   -3   -3    3    1    1  -0.0002239042   0.0000000000
   -3   -3    3    1    2   0.0000271865   0.0000000114
   -3   -3    3    1    3  -0.0000778098  -0.0000000823
   -3   -3    3    2    1   0.0000271865  -0.0000000114
   -3   -3    3    2    2  -0.0005545351  -0.0000000000
   -3   -3    3    2    3   0.0001018198  -0.0000002386
   -3   -3    3    3    1  -0.0000778098   0.0000000823
   -3   -3    3    3    2   0.0001018198   0.0000002386
   -3   -3    3    3    3  -0.0003748576  -0.0000000000
   -3   -2   -3    1    1  -0.0005466151  -0.0000000000
   -3   -2   -3    1    2   0.0000647429   0.0000000864
   -3   -2   -3    1    3  -0.0001133838  -0.0000006172
   -3   -2   -3    2    1   0.0006582794  -0.0000000864
   -3   -2   -3    2    2  -0.0008528153  -0.0000000000
   -3   -2   -3    2    3   0.0001697260  -0.0000000306
   -3   -2   -3    3    1  -0.0001443447   0.0000006172
