wannier90 format for vmcdry.out or HPhi -sdry
         3
       343
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1
   -3   -3   -3    1    1   0.0000008213  -0.0000000000
   -3   -3   -3    1    2  -0.0000000002   0.0000000000
   -3   -3   -3    1    3   0.0000000005   0.0000000001
   -3   -3   -3    2    1  -0.0000000002  -0.0000000000
   -3   -3   -3    2    2   0.0000008219  -0.0000000000
   -3   -3   -3    2    3  -0.0000000011  -0.0000000000
   -3   -3   -3    3    1   0.0000000005  -0.0000000001
   -3   -3   -3    3    2  -0.0000000011   0.0000000000
   -3   -3   -3    3    3   0.0000008223  -0.0000000000
   -3   -3   -2    1    1  -0.0000130359   0.0000000000
   -3   -3   -2    1    2  -0.0000000012   0.0000000004
   -3   -3   -2    1    3  -0.0000000009  -0.0000000000
   -3   -3   -2    2    1   0.0000000003  -0.0000000004
   -3   -3   -2    2    2  -0.0000009528  -0.0000000000
   -3   -3   -2    2    3  -0.0000000028  -0.0000000000
   -3   -3   -2    3    1   0.0000000001   0.0000000000
   -3   -3   -2    3    2   0.0000000023   0.0000000000
   -3   -3   -2    3    3  -0.0000009524   0.0000000000
   -3   -3   -1    1    1  -0.0001628723   0.0000000000
   -3   -3   -1    1    2   0.0000000001  -0.0000000000
   -3   -3   -1    1    3  -0.0000000002   0.0000000001
   -3   -3   -1    2    1  -0.0000000002   0.0000000000
   -3   -3   -1    2    2  -0.0000041339   0.0000000000
   -3   -3   -1    2    3   0.0000000016  -0.0000000000
   -3   -3   -1    3    1   0.0000000003  -0.0000000001
   -3   -3   -1    3    2  -0.0000000019   0.0000000000
   -3   -3   -1    3    3  -0.0000041347  -0.0000000000
   -3   -3    0    1    1  -0.0007726445   0.0000000000
   -3   -3    0    1    2   0.0000000009   0.0000000002
   -3   -3    0    1    3   0.0000000008  -0.0000000001
